food_id,food_name,category,ingredients,contains_allergens,allergen_score,calories,protein_g,fat_g,carbs_g,sodium_mg,sugar_g,fiber_g,serving_size_g,is_vegan,is_gluten_free,is_dairy_free,price_usd,brand,country,spice_level,shelf_life_days,image_url,packaging_type,rating
8769,Biryani,Indian,"yogurt, rice, spices",,0.6731215850515887,398,23.783211266032716,12.797943306413337,78.56382862964172,194,55.33806202948231,2.208391292762182,399,0,1,1,4.47,BrandE,USA,4,247,https://source.unsplash.com/featured/?biryani&sig=8769,Box,1.96
8770,Cake,Bakery,"sugar, wheat flour, egg","egg,gluten",0.39997020345937007,646,6.138876252137209,28.127281643643585,35.236597305749804,658,44.11207728579183,5.252133984804814,270,0,1,1,10.35,BrandB,Canada,5,275,https://source.unsplash.com/featured/?cake&sig=8770,Bottle,2.41
8771,Pasta,Italian,"garlic, cheese, pasta, olive oil",dairy,0.40406027837977765,609,21.0286413046116,46.10062995090676,18.723927790298873,660,42.81073745735283,15.079185934467779,122,1,1,1,4.08,BrandD,India,0,261,https://source.unsplash.com/featured/?pasta&sig=8771,Box,2.12
8772,Sandwich,Fast Food,"cheese, mayonnaise, bread",dairy,0.6045869969920896,257,21.218910994958136,38.08286766592999,37.88508400895719,442,39.96301282781517,19.77183250035498,268,0,0,0,3.4,BrandB,USA,1,127,https://source.unsplash.com/featured/?sandwich&sig=8772,Wrapper,4.68
8773,Paratha,Indian,"salt, wheat flour, butter",gluten,0.18584613203026756,710,33.51308892713218,10.685235047332652,68.37643933668706,511,8.281625944054124,4.639282178771453,372,0,1,0,17.48,BrandB,Canada,5,133,https://source.unsplash.com/featured/?paratha&sig=8773,Box,3.51
8774,Bread,Bakery,"wheat flour, yeast, water, salt",gluten,0.0020192269840960675,701,25.33960085026473,32.733931329075816,87.2051930299636,90,6.620409570426064,1.544508247401628,115,0,0,0,18.65,BrandB,UK,3,140,https://source.unsplash.com/featured/?bread&sig=8774,Pouch,2.8
8775,Milkshake,Beverage,"ice cream, milk, sugar",dairy,0.9948869811688474,686,1.4523035581650863,49.825768155456345,56.91695960332906,702,12.533801113397018,3.192076274386939,180,0,0,1,12.32,BrandC,Canada,0,257,https://source.unsplash.com/featured/?milkshake&sig=8775,Pouch,1.39
8776,Ice Cream,Dessert,"milk, sugar, vanilla",dairy,0.7844640534676895,351,3.2123227393223672,1.5476403219160368,11.81398322824713,558,34.83678545132803,7.557158182545236,288,1,0,0,2.17,BrandA,India,2,176,https://source.unsplash.com/featured/?ice-cream&sig=8776,Wrapper,3.48
8777,Cake,Bakery,"egg, sugar, wheat flour","gluten,egg",0.5868028241601715,196,31.435630401767714,17.61258561855094,33.50275838233879,373,3.5647974889987655,16.319849924691646,77,0,1,1,2.12,BrandD,Canada,0,163,https://source.unsplash.com/featured/?cake&sig=8777,Wrapper,4.18
8778,Soup,Snack,"vegetables, water, pepper, salt",,0.655042749090511,136,18.620912503417504,46.102952018863924,8.165201299689926,332,5.325746551882872,6.387160853674645,285,0,0,1,9.02,BrandA,USA,5,91,https://source.unsplash.com/featured/?soup&sig=8778,Box,2.26
8779,Soup,Snack,"pepper, water, vegetables, salt",,0.1533976046155867,579,4.194816070197334,38.4309101274023,24.872394742262816,454,41.09331721600387,9.48239443578604,101,0,1,0,10.6,BrandB,Canada,2,237,https://source.unsplash.com/featured/?soup&sig=8779,Box,4.73
8780,Salad,Snack,"lettuce, cucumber, olive oil",,0.9383982612987987,778,38.14789026710483,27.866809510296648,66.00060345098063,789,8.002712881779832,5.763905367324444,212,0,0,1,9.31,BrandD,India,3,75,https://source.unsplash.com/featured/?salad&sig=8780,Wrapper,2.02
8781,Bread,Bakery,"water, yeast, wheat flour",gluten,0.25066798541940993,612,6.658362028768452,11.129462453022324,31.183774758064246,492,21.796356303899934,12.944026226599764,240,1,1,1,4.0,BrandE,UK,2,100,https://source.unsplash.com/featured/?bread&sig=8781,Bottle,3.84
8782,Bread,Bakery,"salt, water, yeast",,0.6872387804102922,191,28.514232280600382,43.54126942998562,82.05756898146412,334,21.27061103611846,10.051242209147471,152,1,0,1,12.12,BrandE,Canada,1,234,https://source.unsplash.com/featured/?bread&sig=8782,Bottle,2.06
8783,Ice Cream,Dessert,"sugar, milk, cream, vanilla",dairy,0.13138682975402993,134,39.69587714837554,26.40058327268864,43.60359632022331,725,38.485084408790684,1.0607336213034313,380,0,1,1,6.38,BrandC,India,2,142,https://source.unsplash.com/featured/?ice-cream&sig=8783,Wrapper,3.23
8784,Paratha,Indian,"salt, butter, wheat flour",gluten,0.6467984253991695,671,2.2709250608185974,16.681453557616784,89.26328939611852,16,31.02235670922226,19.74400720077427,216,0,0,0,4.58,BrandC,Australia,5,137,https://source.unsplash.com/featured/?paratha&sig=8784,Wrapper,2.82
8785,Tacos,Fast Food,"tortilla, beef, lettuce, cheese",dairy,0.3321400864298687,641,15.469413974945258,35.368451313347556,14.650791264013929,113,28.252169512057783,17.536778523858725,262,1,1,0,9.24,BrandD,India,5,152,https://source.unsplash.com/featured/?tacos&sig=8785,Box,4.8
8786,Pasta,Italian,"tomato, garlic, pasta, cheese, olive oil",dairy,0.7699188692861156,634,29.64331200240239,13.723418830632772,35.69979622804182,467,4.4712887487546205,3.100689357812889,168,0,0,0,16.16,BrandB,USA,5,284,https://source.unsplash.com/featured/?pasta&sig=8786,Pouch,4.15
8787,Soup,Snack,"water, vegetables, pepper",,0.11425893060139758,446,25.352048743195894,22.18903185521363,79.29558297924325,346,3.760230915969671,0.7292091900584285,345,0,1,1,14.62,BrandB,UK,0,159,https://source.unsplash.com/featured/?soup&sig=8787,Pouch,2.64
8788,Salad,Snack,"tomato, lettuce, olive oil, cucumber",,0.5788039049751218,473,14.81834867328836,10.287245708431765,38.17473275184171,527,0.34948467419896323,9.145719381206765,96,1,0,1,3.27,BrandB,India,0,214,https://source.unsplash.com/featured/?salad&sig=8788,Box,3.07
8789,Biryani,Indian,"onion, yogurt, rice, chicken",,0.45706085406679253,488,18.744363714076645,19.2042586570316,68.00292500095269,513,11.935123986385996,2.6269543303042298,85,0,1,1,6.77,BrandA,India,1,229,https://source.unsplash.com/featured/?biryani&sig=8789,Pouch,3.4
8790,Salad,Snack,"tomato, cucumber, lettuce, olive oil",,0.11035194896373046,602,34.593786618452434,3.961910724845505,86.3092381141765,607,53.48831323072002,11.157957544155057,133,1,0,1,8.91,BrandA,USA,4,217,https://source.unsplash.com/featured/?salad&sig=8790,Wrapper,4.48
8791,Cake,Bakery,"wheat flour, butter, sugar, egg","egg,gluten",0.6987544599608284,351,31.278818766351034,9.078703991339182,76.38279971189249,693,16.543851347225548,7.770317201271489,427,1,0,1,17.99,BrandE,USA,3,193,https://source.unsplash.com/featured/?cake&sig=8791,Bottle,2.0
8792,Sushi,Chinese,"salmon, soy sauce, rice",soy,0.7590994792617297,583,29.30777885394589,12.017888955475474,38.10308293900143,466,0.2918131424448922,16.598438110438337,393,1,0,0,14.23,BrandD,Canada,3,243,https://source.unsplash.com/featured/?sushi&sig=8792,Wrapper,4.52
8793,Salad,Snack,"olive oil, cucumber, lettuce, tomato",,0.5821714778582724,135,30.042789437370818,19.79277514059783,11.540928742519739,380,57.12926135284926,13.07421928382604,410,1,1,1,19.79,BrandD,India,3,285,https://source.unsplash.com/featured/?salad&sig=8793,Bottle,1.67
8794,Tacos,Fast Food,"lettuce, tortilla, beef, cheese",dairy,0.35961538907980295,460,32.85924054717996,1.9349582429830767,96.11776136896762,190,45.84615689107464,4.664557712560966,498,1,0,0,13.55,BrandB,India,4,270,https://source.unsplash.com/featured/?tacos&sig=8794,Wrapper,4.78
8795,Sandwich,Fast Food,"cheese, bread, mayonnaise, tomato, lettuce",dairy,0.8193736276544531,645,11.872338708165325,16.57068435528261,76.21702644993593,29,0.48734247682169496,17.68368998897292,294,0,1,1,11.07,BrandD,Canada,5,217,https://source.unsplash.com/featured/?sandwich&sig=8795,Box,3.67
8796,Biryani,Indian,"yogurt, rice, onion, spices",,0.6445823164555577,413,24.309202969522964,9.116762253217805,94.4402997168103,528,28.16247145688226,15.650352123226934,307,0,1,0,7.11,BrandD,India,0,165,https://source.unsplash.com/featured/?biryani&sig=8796,Pouch,2.22
8797,Bread,Bakery,"salt, water, wheat flour",gluten,0.8357198214052803,283,16.536940878997825,48.07274326499277,44.93240883946875,342,10.828185641845549,17.264254621453546,130,0,0,0,4.74,BrandA,USA,4,52,https://source.unsplash.com/featured/?bread&sig=8797,Bottle,4.0
8798,Milkshake,Beverage,"sugar, milk, ice cream",dairy,0.5700716111861431,767,39.04629959842278,1.4002240127575738,56.309179881136515,466,2.035898551971125,15.428722056419984,154,0,1,1,8.59,BrandA,USA,3,233,https://source.unsplash.com/featured/?milkshake&sig=8798,Box,4.38
8799,Ice Cream,Dessert,"vanilla, cream, sugar, milk",dairy,0.2623416313481536,361,6.679432241846417,41.07035351353688,35.80969526588626,601,52.39841314052143,6.143571661836569,185,0,0,0,18.95,BrandC,Australia,1,48,https://source.unsplash.com/featured/?ice-cream&sig=8799,Wrapper,3.91
8800,Sushi,Chinese,"soy sauce, salmon, rice, nori",soy,0.23217742716553924,249,18.987567005723527,26.918278217067346,85.20235810541827,777,3.0350747502327424,3.241483993736578,473,1,0,1,19.75,BrandD,USA,1,57,https://source.unsplash.com/featured/?sushi&sig=8800,Bottle,1.4
8801,Tacos,Fast Food,"tortilla, cheese, lettuce, beef",dairy,0.6667480081170734,651,1.632702179896251,3.374776941386821,41.88468103034189,538,9.397268147197623,4.308687934593576,348,0,0,0,19.92,BrandE,Australia,5,163,https://source.unsplash.com/featured/?tacos&sig=8801,Box,4.1
8802,Milkshake,Beverage,"sugar, milk, ice cream",dairy,0.381602234111298,57,26.18089047398252,4.96221443137464,91.40030141972763,222,40.242175275288076,0.8929557628528162,264,1,0,1,6.86,BrandA,Australia,4,90,https://source.unsplash.com/featured/?milkshake&sig=8802,Box,3.68
8803,Bread,Bakery,"yeast, water, salt",,0.4939220634848196,437,15.139198581192675,45.40667015900381,24.795722816872207,414,30.20875480044686,5.700067149707326,135,1,0,0,2.26,BrandD,UK,2,145,https://source.unsplash.com/featured/?bread&sig=8803,Box,2.19
8804,Pizza,Fast Food,"olive oil, oregano, tomato sauce, wheat flour",gluten,0.006063214962044872,679,36.142847747857445,31.859083783722227,91.47254609094476,151,10.608713899762243,4.350674315178504,215,0,1,1,11.72,BrandC,UK,5,243,https://source.unsplash.com/featured/?pizza&sig=8804,Pouch,2.53
8805,Bread,Bakery,"wheat flour, water, salt, yeast",gluten,0.21005708894199526,709,4.734411359906315,42.37417060588723,70.3727176771835,34,22.281047291108894,10.725543681327608,427,1,0,1,14.22,BrandA,India,5,195,https://source.unsplash.com/featured/?bread&sig=8805,Wrapper,2.92
8806,Chocolate,Dessert,"butter, sugar, cocoa",,0.9955497561197921,657,6.806054435888014,16.483345002432355,22.04780100563729,389,2.3191740185584875,17.98275795749483,348,0,1,0,5.37,BrandE,Canada,0,278,https://source.unsplash.com/featured/?chocolate&sig=8806,Box,1.46
8807,Paratha,Indian,"wheat flour, salt, butter",gluten,0.6117013754440849,267,29.73846631534655,2.797476800329709,48.79206190849915,115,10.311297681338063,16.411848748873513,51,0,0,1,8.89,BrandA,USA,3,207,https://source.unsplash.com/featured/?paratha&sig=8807,Box,4.19
8808,Samosa,Indian,"wheat flour, oil, potato, spices",gluten,0.9415517066716175,171,10.956932157030039,6.529639366688779,29.29639660519536,691,13.87565148876562,4.253693668142051,203,0,0,0,2.24,BrandC,UK,1,117,https://source.unsplash.com/featured/?samosa&sig=8808,Bottle,1.08
8809,Milkshake,Beverage,"sugar, ice cream, milk",dairy,0.8204901797381755,462,20.789303166286896,17.011560763813186,72.3140491650314,265,35.25431313610713,15.949719978921825,258,1,0,0,18.68,BrandE,Canada,4,51,https://source.unsplash.com/featured/?milkshake&sig=8809,Box,2.32
8810,Salad,Snack,"lettuce, tomato, cucumber, olive oil",,0.008362911228719128,421,4.886245746359993,6.362779202549512,28.955986517240227,75,53.24625336063358,16.179461921934752,252,1,0,0,19.01,BrandD,USA,5,43,https://source.unsplash.com/featured/?salad&sig=8810,Wrapper,3.26
8811,Paratha,Indian,"butter, salt, wheat flour",gluten,0.24937910949334718,709,31.30047449614812,41.312673312203714,68.63255685142057,744,27.172338580703418,17.36065631708112,175,1,0,0,17.67,BrandB,Australia,1,63,https://source.unsplash.com/featured/?paratha&sig=8811,Wrapper,2.03
8812,Tacos,Fast Food,"tortilla, beef, lettuce, cheese",dairy,0.14635760336223302,610,38.20421005944581,9.270129335941421,35.40401482317265,491,51.595365870589355,10.964547868977757,188,1,1,1,9.91,BrandA,UK,1,215,https://source.unsplash.com/featured/?tacos&sig=8812,Wrapper,3.74
8813,Biryani,Indian,"yogurt, onion, spices, rice",,0.8947490081202752,795,20.166194945776752,26.935305811535827,30.397580881400945,768,32.271636198095266,8.60545700054984,359,1,0,1,12.36,BrandA,UK,5,269,https://source.unsplash.com/featured/?biryani&sig=8813,Wrapper,4.97
8814,Samosa,Indian,"potato, wheat flour, spices",gluten,0.6129330014794371,388,32.79012307630552,6.622183753509596,60.631427525389626,285,13.276530771659921,18.0844681999622,170,0,0,0,6.57,BrandD,USA,1,91,https://source.unsplash.com/featured/?samosa&sig=8814,Pouch,4.57
8815,Salad,Snack,"olive oil, tomato, lettuce",,0.26168913559247553,627,20.895437366464787,2.2485493539748656,92.48997095710808,303,22.38777647422545,15.978774940224884,355,1,1,1,12.03,BrandC,Australia,2,233,https://source.unsplash.com/featured/?salad&sig=8815,Box,2.09
8816,Milkshake,Beverage,"milk, sugar, ice cream",dairy,0.39894516877700126,649,3.744616354359874,49.191285329694594,61.0127921928043,85,43.284862161153995,2.2817456957945126,295,0,1,1,19.23,BrandD,India,0,153,https://source.unsplash.com/featured/?milkshake&sig=8816,Bottle,4.16
8817,Bread,Bakery,"water, salt, wheat flour",gluten,0.022123476413399845,352,4.895576324817883,41.85630305579195,28.502244039781672,656,56.2355642652715,11.695518254588839,62,0,1,0,16.9,BrandC,USA,2,154,https://source.unsplash.com/featured/?bread&sig=8817,Wrapper,3.27
8818,Salad,Snack,"olive oil, tomato, cucumber, lettuce",,0.5622598577846302,59,32.95979636153372,17.359749453410657,28.33017318977029,285,23.241293284298198,11.446123119118788,378,1,1,1,16.55,BrandC,USA,5,131,https://source.unsplash.com/featured/?salad&sig=8818,Pouch,1.12
8819,Tacos,Fast Food,"lettuce, beef, cheese, tortilla",dairy,0.6649635444885075,656,32.88586583413378,14.34730978904867,28.13953551295706,298,0.5842787909025859,16.100606472593043,172,1,0,0,17.69,BrandD,USA,1,229,https://source.unsplash.com/featured/?tacos&sig=8819,Wrapper,2.76
8820,Sandwich,Fast Food,"mayonnaise, cheese, tomato, lettuce, bread",dairy,0.2071243785990068,431,15.037459537411456,34.1332296955359,58.687870115545394,426,46.4557531561915,17.527994053678494,253,0,1,1,13.85,BrandA,UK,3,274,https://source.unsplash.com/featured/?sandwich&sig=8820,Box,2.55
8821,Pizza,Fast Food,"olive oil, wheat flour, tomato sauce",gluten,0.6989427254688881,430,34.35043412750375,29.14487343648584,52.240405127519274,236,41.92613750397031,10.087978162742395,398,0,1,0,14.94,BrandC,USA,0,105,https://source.unsplash.com/featured/?pizza&sig=8821,Box,4.14
8822,Samosa,Indian,"peas, potato, spices, wheat flour",gluten,0.9647583434792852,580,21.795222295158933,33.90932930732112,11.855757159789082,353,19.823006350174822,18.646049332438665,480,1,1,0,14.4,BrandD,UK,5,195,https://source.unsplash.com/featured/?samosa&sig=8822,Box,2.61
8823,Sandwich,Fast Food,"tomato, bread, mayonnaise, cheese, lettuce",dairy,0.46585439338676826,510,25.71992552038712,15.948044223457387,4.432881865012819,196,19.82357309035339,2.8896136496735148,61,0,1,0,9.64,BrandA,Australia,3,154,https://source.unsplash.com/featured/?sandwich&sig=8823,Box,3.85
8824,Dosa,Indian,"oil, rice, lentils",,0.8749114324730238,82,34.48661477022044,27.571160492237148,25.826371209003756,739,9.17078882979855,10.997837562755928,447,0,1,0,16.5,BrandD,Canada,0,298,https://source.unsplash.com/featured/?dosa&sig=8824,Box,1.49
8825,Salad,Snack,"olive oil, cucumber, tomato",,0.5661848611328996,57,31.802107205160592,46.522945011591794,39.789295260793516,652,45.835591559153364,13.905260103700181,429,0,0,0,9.08,BrandD,UK,0,167,https://source.unsplash.com/featured/?salad&sig=8825,Pouch,2.16
8826,Salad,Snack,"lettuce, cucumber, olive oil, tomato",,0.4901303825172265,143,4.845376718595368,5.865312716826629,90.68849596938522,742,46.832180963822644,0.07822030976340821,214,1,0,1,5.88,BrandD,UK,1,229,https://source.unsplash.com/featured/?salad&sig=8826,Pouch,2.42
8827,Pasta,Italian,"tomato, olive oil, pasta, cheese",dairy,0.20476341467880188,682,22.284769155891265,13.013723788554717,72.55216116919976,352,45.950302237303816,19.6455764616976,343,0,0,1,16.89,BrandD,UK,1,184,https://source.unsplash.com/featured/?pasta&sig=8827,Bottle,1.18
8828,Bread,Bakery,"wheat flour, salt, yeast",gluten,0.8015829798117241,439,25.189355953892825,1.502229281005573,73.32445694523395,339,54.79268151712496,11.95730763269937,251,0,1,0,14.08,BrandA,Canada,5,172,https://source.unsplash.com/featured/?bread&sig=8828,Box,1.24
8829,Sushi,Chinese,"salmon, soy sauce, nori, rice",soy,0.4212513468631298,699,16.163559502187848,2.159311840183362,11.020433695161838,442,15.789861619319119,7.996867003430039,489,0,0,0,16.81,BrandD,UK,4,159,https://source.unsplash.com/featured/?sushi&sig=8829,Box,3.33
8830,Milkshake,Beverage,"milk, sugar, ice cream",dairy,0.5759176667130009,727,8.895401271031695,46.6282341164496,73.49198963169816,259,40.165868566810786,17.191364664241696,495,1,1,1,9.5,BrandC,UK,0,292,https://source.unsplash.com/featured/?milkshake&sig=8830,Pouch,3.34
8831,Curry,Indian,"tomato, onion, spices, oil",,0.8071222251502075,451,34.21349603545201,28.77989998007828,73.85842865644807,634,2.1418017433503667,12.954332661989138,131,0,0,1,2.91,BrandA,Canada,3,142,https://source.unsplash.com/featured/?curry&sig=8831,Wrapper,3.62
8832,Cake,Bakery,"egg, sugar, butter, wheat flour","gluten,egg",0.7951849705299527,155,6.32712009324075,6.98410841400266,1.7991881457960595,765,58.43081505853425,17.602108282116372,222,0,1,0,18.79,BrandB,USA,2,214,https://source.unsplash.com/featured/?cake&sig=8832,Pouch,1.14
8833,Sushi,Chinese,"soy sauce, rice, nori",soy,0.8098793480036313,566,30.861008688195064,47.259568575602074,55.03269220287601,519,35.378600095631356,6.579474542435467,428,0,1,1,4.49,BrandD,Australia,2,264,https://source.unsplash.com/featured/?sushi&sig=8833,Pouch,2.9
8834,Cake,Bakery,"butter, sugar, egg, wheat flour","gluten,egg",0.07117516449206296,737,33.16460188930276,28.14896840389996,38.79272509785194,287,5.874102775092302,9.994365166938424,434,0,0,1,14.53,BrandC,India,2,119,https://source.unsplash.com/featured/?cake&sig=8834,Wrapper,3.85
8835,Ice Cream,Dessert,"sugar, cream, vanilla, milk",dairy,0.5910370476946768,515,24.83837779839601,22.87618554149425,68.7549874304496,251,13.363960714640122,13.54450619602522,426,0,0,0,10.58,BrandD,Australia,4,62,https://source.unsplash.com/featured/?ice-cream&sig=8835,Wrapper,2.27
8836,Salad,Snack,"lettuce, cucumber, tomato, olive oil",,0.040411048936944804,214,9.400092498409611,20.608534704338712,63.13218856510352,726,58.81801850558898,7.39448363786245,215,1,1,0,10.34,BrandA,UK,4,294,https://source.unsplash.com/featured/?salad&sig=8836,Box,1.37
8837,Bread,Bakery,"water, salt, wheat flour",gluten,0.9323413800342495,251,11.697576837559843,30.254736721579828,93.30410282390497,778,6.191318345148746,11.003296771990867,326,0,1,0,11.84,BrandB,Canada,0,282,https://source.unsplash.com/featured/?bread&sig=8837,Wrapper,4.28
8838,Biryani,Indian,"onion, rice, chicken, yogurt",,0.5013656365836974,685,24.737974420252925,10.855114353902836,79.30202342482094,590,51.038241085044724,0.1475619076846546,306,0,0,1,17.06,BrandE,India,2,223,https://source.unsplash.com/featured/?biryani&sig=8838,Wrapper,2.65
8839,Burger,Fast Food,"lettuce, tomato, bun, cheese, beef patty",dairy,0.39937610454742944,209,7.950720440211463,24.128740907158477,29.14265263821044,549,4.61360635433209,10.372414339465898,358,0,0,0,10.05,BrandB,USA,3,213,https://source.unsplash.com/featured/?burger&sig=8839,Bottle,1.41
8840,Biryani,Indian,"chicken, onion, rice",,0.8335215881888199,758,22.49692969140845,6.3200153628328195,80.26555786224654,636,2.4064227510050507,17.01213016352099,256,0,0,1,11.39,BrandD,Australia,3,147,https://source.unsplash.com/featured/?biryani&sig=8840,Bottle,3.89
8841,Soup,Snack,"salt, vegetables, water",,0.44652977210574774,161,11.121193942210612,23.060864673054922,79.17714324684744,643,24.298407635585296,19.22980927370243,446,1,1,1,6.11,BrandC,UK,4,147,https://source.unsplash.com/featured/?soup&sig=8841,Box,4.83
8842,Chocolate,Dessert,"cocoa, sugar, butter, milk",dairy,0.4176628887070146,600,17.49485279876752,45.0591062551476,49.354276473512606,541,36.30236190624681,13.956513958763782,261,1,1,1,11.18,BrandE,India,1,37,https://source.unsplash.com/featured/?chocolate&sig=8842,Box,1.16
8843,Chocolate,Dessert,"butter, cocoa, milk, sugar",dairy,0.5071982468255439,228,19.018134281623762,46.056104289880345,47.017479912753096,166,10.87044018750804,7.398256958181801,321,0,1,1,14.32,BrandC,India,2,192,https://source.unsplash.com/featured/?chocolate&sig=8843,Bottle,1.34
8844,Pasta,Italian,"cheese, garlic, olive oil, pasta, tomato",dairy,0.12859189209577893,109,11.095991328487631,10.241586283370422,63.97130547452189,136,11.665491756989603,13.524186410255401,146,0,1,1,8.64,BrandC,UK,1,276,https://source.unsplash.com/featured/?pasta&sig=8844,Box,3.82
8845,Curry,Indian,"spices, oil, onion, tomato",,0.08921913781349855,347,32.16060598001194,5.754307278085125,86.5400473312137,441,25.451408505810914,7.727741865873286,194,0,0,1,8.98,BrandC,USA,4,180,https://source.unsplash.com/featured/?curry&sig=8845,Pouch,2.28
8846,Pasta,Italian,"pasta, cheese, olive oil, garlic",dairy,0.8046486470876757,405,6.001802667353667,49.79284534452144,21.84941611975867,789,22.297742336784978,5.476241646727187,343,0,1,0,2.46,BrandD,UK,1,154,https://source.unsplash.com/featured/?pasta&sig=8846,Bottle,4.69
8847,Milkshake,Beverage,"milk, sugar, ice cream",dairy,0.07397199234518581,210,38.854365167015786,8.616415534176747,71.36298369785483,194,51.05158352571896,6.561324294560826,388,1,1,0,17.04,BrandA,India,1,282,https://source.unsplash.com/featured/?milkshake&sig=8847,Bottle,3.44
8848,Burger,Fast Food,"beef patty, tomato, bun",,0.12190047768850565,742,7.354239877586478,5.461459766543053,57.65751018176253,179,36.99775953515626,7.770019084607849,374,1,1,0,17.9,BrandD,USA,2,300,https://source.unsplash.com/featured/?burger&sig=8848,Pouch,3.71
8849,Noodles,Chinese,"vegetables, noodles, soy sauce",soy,0.39660052138769475,119,18.918967811014586,41.23621859027199,57.54663504268637,353,9.78838852376696,0.8676132146849813,202,0,0,1,18.39,BrandD,UK,3,255,https://source.unsplash.com/featured/?noodles&sig=8849,Wrapper,1.22
8850,Milkshake,Beverage,"milk, ice cream, sugar",dairy,0.8978793166914919,272,26.685209399931487,7.88626974151862,41.062668570171844,337,59.568293726235915,9.447556375895935,445,0,0,0,9.11,BrandD,Australia,5,172,https://source.unsplash.com/featured/?milkshake&sig=8850,Box,2.42
8851,Soup,Snack,"water, vegetables, salt",,0.7722670298863494,459,22.676050776270273,47.149486901174356,51.00965856613394,507,57.574836471641056,19.012909793242436,73,0,0,1,2.06,BrandD,India,4,56,https://source.unsplash.com/featured/?soup&sig=8851,Pouch,1.67
8852,Pizza,Fast Food,"olive oil, wheat flour, tomato sauce, cheese, oregano","dairy,gluten",0.716393885745328,777,5.2685978026228515,34.267043772264905,73.47468820127895,84,44.54335308722962,2.051602318628656,362,0,0,1,2.9,BrandA,Australia,4,93,https://source.unsplash.com/featured/?pizza&sig=8852,Bottle,1.28
8853,Chocolate,Dessert,"butter, milk, cocoa",dairy,0.2271632086464478,665,28.708795178382935,49.25144945962445,23.125502978308482,191,25.254702162464394,9.48835431191924,322,1,0,1,17.1,BrandB,Canada,2,57,https://source.unsplash.com/featured/?chocolate&sig=8853,Pouch,2.88
8854,Ice Cream,Dessert,"sugar, milk, cream",dairy,0.056106866728646065,242,4.493399611861676,17.730357714144983,15.878185895461808,313,22.280249416363375,17.246607538592947,334,1,0,1,19.94,BrandA,Australia,0,164,https://source.unsplash.com/featured/?ice-cream&sig=8854,Bottle,1.26
8855,Bread,Bakery,"water, salt, wheat flour",gluten,0.28932701460286225,272,38.71168292265151,26.096516117655693,59.2620826267436,765,39.81965099902515,5.786316854276638,263,1,0,1,9.13,BrandA,Canada,0,192,https://source.unsplash.com/featured/?bread&sig=8855,Box,2.07
8856,Pizza,Fast Food,"tomato sauce, oregano, cheese, wheat flour","dairy,gluten",0.3209924416628772,96,28.973705784900087,47.3979217966653,1.4519313311070177,440,23.514451669714752,2.379421169867668,478,0,1,0,1.26,BrandA,UK,1,286,https://source.unsplash.com/featured/?pizza&sig=8856,Bottle,2.25
8857,Soup,Snack,"water, pepper, vegetables, salt",,0.23207249604828661,575,6.451298528213427,10.880791706802674,96.1251553005141,722,7.11846167027653,12.92815396141986,423,1,1,1,18.77,BrandD,Canada,3,262,https://source.unsplash.com/featured/?soup&sig=8857,Pouch,1.43
8858,Samosa,Indian,"peas, wheat flour, potato, oil",gluten,0.47879837685399873,207,19.11558987697576,11.654152553506139,14.282733749839304,215,39.746857411366385,15.329919420746803,249,0,1,0,9.27,BrandC,Canada,0,72,https://source.unsplash.com/featured/?samosa&sig=8858,Bottle,3.9
8859,Noodles,Chinese,"oil, noodles, vegetables",,0.7848654797211609,729,17.5369931055807,33.50342337538741,77.0576291379106,39,1.347580929397565,17.98669677932837,227,0,1,0,6.59,BrandB,India,5,273,https://source.unsplash.com/featured/?noodles&sig=8859,Box,2.16
8860,Samosa,Indian,"peas, spices, oil",,0.28554654814993585,308,38.88522688872893,19.659002996795575,3.898073738472079,367,26.375893762293487,7.640458156104419,226,0,0,1,8.94,BrandC,Australia,3,257,https://source.unsplash.com/featured/?samosa&sig=8860,Box,1.72
8861,Pasta,Italian,"cheese, pasta, olive oil, tomato",dairy,0.19730259131885908,566,11.09925867166023,28.897199588609347,69.88413682693586,69,17.160622940122586,18.648105670237417,438,0,0,1,17.44,BrandD,UK,5,42,https://source.unsplash.com/featured/?pasta&sig=8861,Pouch,1.54
8862,Bread,Bakery,"water, salt, yeast",,0.7785112438860492,430,22.913639530207178,43.848396161881105,27.231290564885825,258,26.75166624445447,10.683437633744969,449,0,0,1,2.72,BrandA,India,1,289,https://source.unsplash.com/featured/?bread&sig=8862,Pouch,1.01
8863,Chocolate,Dessert,"cocoa, milk, sugar, butter",dairy,0.045552386320067195,407,32.254337578171906,1.3858000651627496,90.97445030804967,648,58.617960194186836,6.089441393926471,272,0,1,1,16.11,BrandD,UK,4,258,https://source.unsplash.com/featured/?chocolate&sig=8863,Bottle,2.4
8864,Pasta,Italian,"olive oil, garlic, pasta, cheese",dairy,0.17200905283309142,123,15.76804641129658,42.3158663453396,87.52430840367435,91,22.659318593363405,12.00103631769913,377,0,0,0,12.28,BrandE,Canada,4,72,https://source.unsplash.com/featured/?pasta&sig=8864,Pouch,3.22
8865,Milkshake,Beverage,"sugar, ice cream, milk",dairy,0.3104743183820379,197,26.40721250799946,48.43135896322167,82.74831944020137,758,46.34393782282888,10.305586456350483,307,0,1,1,9.73,BrandD,USA,3,265,https://source.unsplash.com/featured/?milkshake&sig=8865,Wrapper,1.24
